employee_length,loan_amnt,term,int_rate,installment,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,default
286,4800,36,15.27,167.03,-3,75000,0,0,9.3,0,1,13,0,22195,73.7,18,0
287,7300,36,11.71,241.46,0,35000,0,0,16.42,0,1,10,0,9628,44.6,17,0
288,10400,36,9.91,335.14,0,40000,-1,0,11.67,0,2,7,0,11624,80.6,19,0
289,6600,36,9.91,212.69,-3,100000,0,-10,15.53,0,2,10,0,2171,27.8,30,0
290,12000,36,8.9,381.04,-2,40000,0,0,9.45,0,0,12,0,13756,37.4,20,0
291,13250,36,17.27,474.19,0,52000,-2,0,23.7,0,0,8,0,15002,91.5,18,0
292,12000,36,11.71,396.92,0,92500,-1,0,15.97,0,2,11,0,9558,56.2,21,0
293,25000,36,9.91,805.63,0,61000,-1,0,10.35,0,0,5,0,23712,49.4,10,0
294,6000,36,10.65,195.44,0,36000,0,-8,14.43,0,1,5,0,13626,48.5,9,0
295,12000,36,7.51,373.33,-3,68000,0,-7,7.08,0,1,7,0,15433,55.6,34,0
296,14400,36,11.71,476.3,0,80000,0,-7,16.35,0,1,10,0,19983,48.4,16,0
297,10000,36,12.42,334.16,0,43000,0,-7,11.58,0,0,13,0,13034,65.5,33,0
298,8000,36,11.71,264.61,0,150000,0,-7,2.48,1,0,5,0,9722,56.2,8,0
299,8000,36,16.29,282.41,0,50000,0,-7,13.22,0,0,9,0,5106,72.9,12,1
300,30000,60,12.42,673.72,0,70000,-1,-5,0.94,0,0,7,0,1159,3.2,14,1
301,18000,60,16.77,445.13,-2,40000,0,-6,18.42,0,3,7,0,11147,73.4,20,1
302,13250,36,11.71,438.26,-2,35000,0,-7,22.35,0,1,16,0,10014,67.2,21,0
303,14000,36,14.27,480.33,0,80000,0,0,16.21,0,0,8,0,11546,96.2,11,0
304,20000,60,20.3,533.23,-2,59000,-2,0,20.91,0,2,16,0,32137,83.1,32,1
305,10000,36,16.29,353.01,0,40000,-2,-7,24.39,0,1,7,0,11665,96.4,18,0
306,35000,60,20.3,619.88,0,85000,-2,0,20.16,0,0,11,0,31306,74.5,24,0
307,4000,36,6.03,121.75,0,55000,0,0,7.05,0,0,7,0,2189,43.8,18,0
308,13000,36,9.91,418.93,0,110000,0,0,8.38,0,0,8,0,9599,81.3,14,0
309,28000,36,12.69,939.26,0,100000,-1,-7,12.35,0,0,7,0,5739,67.5,15,0
310,10000,36,13.49,339.31,0,62000,0,0,11.52,0,0,9,0,16462,79.1,20,0
311,20000,36,7.9,625.81,0,45000,-2,0,9.25,0,1,8,0,14386,74.9,10,0
312,18000,36,9.91,580.05,0,110000,-2,0,10,0,1,8,0,12371,62.5,22,0
313,9000,60,19.91,238,0,60000,-2,-7,22.56,0,1,17,0,21321,91.1,30,1
314,25000,60,18.64,643.58,0,61500,-2,0,12.6,1,0,11,0,24278,60.8,25,1
315,10000,36,11.71,330.76,0,33000,0,-8,8.69,0,0,6,0,6621,88.3,9,0
316,4200,36,6.03,127.83,0,61000,0,-7,8.92,0,0,7,0,4228,12.9,16,0
317,20000,60,15.27,478.64,-2,78216,-2,0,10.79,0,1,8,0,25161,80.3,21,1
318,18000,60,17.27,449.97,-3,62000,-2,0,7.82,0,2,8,0,11273,86.7,30,1
319,24000,36,16.29,847.21,0,50964,-2,0,8.83,1,1,7,0,16318,69.4,13,0
320,4475,36,15.27,155.72,0,43680,0,-7,18.79,0,2,17,0,4489,33.5,29,0
321,20000,60,14.65,472.14,-3,56000,-2,-7,12.15,0,1,9,0,19348,59.9,15,0
322,12000,36,12.42,400.99,0,50700,-1,-7,22.49,0,0,12,0,18682,80.8,18,0
323,18000,60,17.58,452.98,-3,60000,-2,0,21.96,0,1,11,0,5945,83.7,28,0
324,5000,36,12.42,167.08,0,30000,-1,0,23.84,0,2,8,0,7980,89.7,40,1
325,3000,36,6.03,91.31,0,50000,0,-8,5.5,0,0,7,0,9616,29.4,15,0
326,25000,60,19.03,648.93,0,75000,-2,0,19.63,0,2,9,0,24150,91.5,13,0
327,18000,60,19.03,467.23,0,90000,-1,-7,11.32,0,1,10,0,13371,85.2,16,0
328,12000,36,9.91,386.7,0,55000,0,0,13,0,0,10,0,11774,75.5,17,1
329,20000,36,15.27,695.96,-3,50000,-2,-8,4.34,0,1,6,0,6855,52.7,12,0
330,10000,36,13.49,339.31,0,84000,-2,0,13.87,0,0,8,0,6046,68.7,10,0
331,15000,36,12.42,501.23,-2,155000,-2,0,17.85,0,0,14,0,68319,74.9,41,0
332,12000,36,7.9,375.49,-3,62000,-1,0,8.71,0,0,10,0,18125,57.7,15,0
333,20000,60,10.65,290.64,-3,175000,-2,0,5.23,0,0,12,0,16008,34.1,39,0
334,6300,36,11.71,208.38,0,30000,0,-7,7.2,0,1,6,0,6274,84.3,11,0
335,20000,60,16.77,494.59,0,50000,-2,-7,22.82,0,1,12,0,16565,56.7,22,0
336,35000,60,17.27,578.71,-3,208000,-1,0,7.94,0,0,11,0,3761,23.5,79,0
337,8250,60,15.96,200.45,-3,35004,-2,-6,15.6,2,1,13,0,4479,7.7,21,0
338,20000,60,12.69,451.9,-2,85000,-1,-6,10.21,0,0,13,0,17537,54.8,31,0
339,10000,36,11.71,330.76,0,32000,0,-7,21.83,0,0,11,0,7346,59.6,23,1
340,24000,36,8.9,762.08,-3,116400,-2,-3,3.94,0,4,14,0,3885,8.1,31,1
341,14400,36,12.69,483.05,-3,40000,0,0,20.16,0,2,8,0,12248,79.5,13,0
342,6000,36,14.65,206.97,0,34000,0,-7,21.39,0,2,7,0,6546,88.5,13,0
343,22000,36,15.96,773.03,-3,73000,-2,0,22.47,0,1,16,0,26721,85.1,32,0
344,12000,36,11.71,396.92,0,57200,-1,0,16.36,0,0,11,0,22059,68.5,17,1
345,16000,36,16.77,568.62,-3,114000,-1,0,17.2,0,1,17,0,23096,64.2,34,0
346,10000,36,10.65,325.74,-3,90000,0,0,11.16,0,1,15,0,30660,59.4,22,0
347,16000,60,19.03,301.76,-3,54000,-1,-6,16.89,0,0,9,0,13771,56.2,22,0
348,10000,36,12.69,335.45,0,35000,-1,0,12.03,0,1,10,0,10472,84.6,15,1
349,3500,36,13.49,118.76,0,56000,0,0,10.35,0,2,14,0,6943,54.2,37,0
350,9600,36,9.91,309.36,0,35000,0,0,16.49,0,0,8,0,10980,79,16,0
351,9875,36,7.9,309,-3,40000,-1,0,24.03,0,1,11,0,24129,63.7,16,0
352,21500,60,17.58,427.19,-2,59000,-2,0,22.86,0,1,13,0,18723,81.8,16,0
353,4800,36,7.9,150.2,0,48000,-1,0,13,0,1,7,0,2936,26,13,0
354,7800,36,6.03,237.4,-2,85000,0,-4,0.78,0,1,7,0,3878,6.2,12,0
355,20000,36,14.27,686.18,-3,70000,-2,-7,6.21,0,1,6,0,12377,89,14,0
356,9750,36,7.51,303.34,0,35000,0,0,29.04,0,1,9,0,13275,51.7,19,1
357,18000,60,15.96,365.67,-3,91000,-2,-7,23.41,0,2,13,0,46957,67,38,0
358,5000,36,6.03,152.18,-3,30000,0,-8,16.48,0,0,7,0,5881,25.6,16,0
359,9000,36,14.65,310.45,0,45000,-1,0,17.01,1,1,21,1,10464,50,51,0
360,7200,36,7.9,225.29,0,55000,0,0,11.98,0,0,11,0,5862,46.1,14,0
361,3000,60,19.03,77.88,0,53004,-1,-8,10.73,1,2,3,0,1985,79.4,12,1
362,25000,60,19.42,654.31,0,60000,-2,-7,20.04,0,0,12,0,17035,94.9,24,1
363,25000,36,15.27,869.95,-2,82000,-2,0,18.5,0,2,7,0,18223,70.6,23,0
364,10000,36,15.96,351.38,0,53000,-2,0,13.09,0,1,9,0,23870,77.2,19,0
365,8875,36,12.69,297.72,-3,35360,-2,0,23.11,0,1,9,0,13003,71.1,13,1
366,15550,36,11.71,514.34,0,54000,-2,0,23.36,0,0,9,0,22455,89.8,16,0
367,17000,60,15.27,406.85,0,65000,0,0,16.84,0,2,11,0,12923,62.7,16,0
368,7500,36,12.69,251.59,0,65000,0,-7,4.41,0,2,15,0,5927,35.5,22,0
369,8875,36,8.9,281.81,-2,28800,0,0,24.29,0,0,10,0,8890,69.5,23,0
370,4500,36,17.27,161.05,0,42000,0,-7,4.34,0,0,3,0,3424,68.5,3,0
371,5800,36,12.42,193.81,0,36000,0,0,21.67,0,1,9,0,6558,66.9,20,0
372,10000,36,11.71,330.76,0,40000,0,0,22.26,0,1,8,0,11145,47.4,17,0
373,10000,36,9.91,322.25,0,50000,0,-7,19.06,0,0,11,0,10898,88.6,28,0
374,14000,36,11.71,463.07,0,52000,0,-7,12.97,0,1,6,0,13008,57.9,8,0
375,25000,60,19.03,648.93,-3,85000,-2,-7,17.15,1,1,7,0,15814,87.9,19,0
376,12000,36,8.9,381.04,0,32000,-1,0,6.75,0,0,9,0,5329,59.2,12,1
377,24000,36,7.9,750.97,-2,75000,-2,0,10.58,0,2,9,0,26098,45,22,0
378,14000,36,14.27,480.33,0,80000,0,-7,3.3,0,1,10,0,7085,59,14,0
379,12000,36,8.9,381.04,-3,40246,-2,-7,17.08,0,0,7,0,14573,72.2,24,0
380,15000,60,12.69,338.93,-2,30000,-2,0,24.76,0,1,7,0,16876,65.7,17,1
381,8050,36,12.69,270.04,0,36000,-1,0,14.8,0,0,4,0,12000,81.3,7,1
382,5600,36,10.65,182.42,0,60000,0,0,16.36,1,0,11,1,2238,12.4,25,0
383,7500,36,9.91,241.69,0,31200,0,-7,12.35,0,0,14,0,7790,57.3,18,0
384,7000,36,11.71,231.54,0,90000,-2,-7,12.19,0,0,13,0,28060,93.8,25,0
385,5400,36,7.9,168.97,0,40000,0,0,10.89,0,0,5,0,8855,77,15,0
386,16000,36,12.42,534.65,0,90000,-2,-7,13.67,0,2,11,0,22488,65.2,19,0
387,35000,60,12.42,619.26,-3,105000,-2,-6,16.53,0,0,9,0,15523,25,38,0
388,6000,60,7.9,121.38,0,30084,-2,0,1.68,0,0,6,0,2192,10,15,1
389,4125,60,12.69,93.21,-3,36000,0,-3,17.73,0,4,5,0,5346,37.6,21,0
390,9800,36,16.29,345.95,0,67000,0,-7,21.01,0,2,14,0,21366,44.9,18,0
391,15700,60,18.25,400.82,-3,63000,-1,0,17.43,0,1,12,0,9196,63,16,0
392,5000,36,6.62,153.52,0,276000,-1,0,1.82,0,0,7,0,15175,56,18,0
393,9900,36,11.71,327.46,0,26400,-2,0,14.09,0,0,4,1,7911,88.9,11,0
394,4000,36,11.71,132.31,0,24000,-1,-6,7.5,1,0,4,0,1593,54.9,6,0
395,15000,36,11.71,496.14,-3,68400,-1,0,5.7,0,0,5,0,9368,82.2,9,0
396,6250,36,15.96,219.61,0,29120,0,0,20.85,0,3,5,0,5771,88.8,12,0
397,6400,36,16.29,225.93,0,29120,0,0,17.97,0,1,6,0,5866,94.6,14,0
398,8850,60,13.49,203.6,-3,89122,-1,-4,7.67,0,0,17,0,5633,84.7,38,0
399,12000,36,15.27,417.58,-3,54000,0,0,17.07,0,1,10,0,15723,61,34,0
400,15000,36,8.9,476.3,-3,30000,-2,0,6.48,0,1,6,0,5649,25.2,10,0
401,6500,36,14.27,223.01,-3,30000,0,-7,10.12,0,0,5,0,10843,81.5,9,0
402,8000,36,15.96,281.1,0,50000,0,-7,16.34,1,1,10,0,7634,81.2,18,0
403,30000,60,21.28,539.47,-3,92000,-1,-6,17.57,0,2,17,0,36497,74.5,62,0
404,15000,36,14.65,517.42,-3,100500,-1,-7,14.56,0,2,8,0,11736,74.3,14,0
405,10200,36,14.27,349.96,0,40000,0,0,16.53,0,1,7,0,9428,80.6,10,0
406,9000,36,12.42,300.74,-3,47000,0,-7,19.1,0,0,7,0,4012,47.2,17,0
407,6500,36,16.29,229.46,-3,68000,0,0,21.85,0,1,11,0,10075,92.4,17,0
408,23000,60,21.28,625.86,-3,95000,-2,0,8.94,0,0,9,0,9826,99.3,35,0
409,2000,36,7.9,62.59,0,39600,0,-7,5.09,0,0,8,0,2058,79.2,13,0
410,8000,36,13.49,271.45,-2,30000,-2,0,14.48,0,2,11,0,6266,44.1,21,0
411,8875,36,7.51,276.11,0,30000,-2,0,28.4,0,0,11,0,29470,83.7,27,0
412,1500,36,18.64,54.72,0,17000,-1,-8,4.59,0,3,10,0,1497,99.8,15,1
413,8000,36,12.42,267.33,0,42000,0,0,20.26,0,0,4,0,12035,85.4,11,0
414,20000,60,14.65,399.55,0,75000,-2,0,16.51,0,2,10,0,21513,74.9,16,1
415,6500,36,11.71,215,0,42000,0,-7,6.26,0,0,5,0,10139,63.8,11,0
416,9600,36,13.49,325.74,-3,27000,-1,0,10.22,0,2,12,0,7387,84.9,27,0
417,25975,60,12.69,372.25,-3,130000,-2,0,26.13,0,0,15,0,93718,77.2,29,0
418,10000,36,7.9,312.91,-3,46000,0,-6,10.46,0,0,12,0,10763,50.1,17,0
419,15000,36,12.42,501.23,-3,80000,-2,0,5.61,0,1,8,0,10746,53.7,17,0
420,9000,36,6.62,276.34,-3,45000,0,0,22.05,0,1,7,0,14022,44,17,0
421,10000,36,7.9,312.91,0,72500,-2,-7,27.92,0,0,7,0,10638,69.1,23,0
422,1000,36,14.65,34.5,0,18408,0,-4,6,0,2,3,1,2510,83.7,8,1
423,14000,36,7.9,438.07,0,30000,-1,0,15.2,0,0,8,0,13581,62.3,28,0
424,8500,36,14.27,291.63,0,50000,-1,0,8.5,0,2,15,0,9354,61.5,27,1
425,15000,60,19.03,389.36,0,75000,-1,0,2.82,0,2,9,0,11379,75.9,12,0
426,4500,36,15.96,158.12,-3,65000,0,-8,14.66,0,1,20,0,18611,76.6,34,0
427,3000,36,7.51,93.34,-3,65000,0,-4,27.91,0,0,10,0,38905,56,19,0
428,10000,36,9.91,322.25,-3,120000,-1,-6,7.98,0,2,7,0,21440,68.1,35,0
429,21250,60,16.77,525.5,-3,42500,-2,0,19.93,0,2,7,0,18352,62.7,13,0
430,33425,60,13.49,475.63,-3,75000,-1,0,25.71,0,3,10,0,50670,50.5,43,1
431,35000,60,19.42,916.03,0,195000,-2,0,11.72,0,2,17,0,29573,66.1,27,0
432,7200,36,15.27,250.55,0,54990,-2,0,20.95,0,1,16,0,9119,96,24,0
433,18000,60,11.71,397.77,0,40000,-1,0,18.18,0,0,6,0,12806,68.8,12,1
434,23000,36,7.9,719.68,-3,137000,-1,0,8.13,0,1,11,0,17564,60.8,37,0
435,20000,60,16.77,494.59,0,60000,-2,0,9.46,0,2,13,0,16326,41,30,1
436,6000,60,17.58,151,0,30120,0,0,15.54,0,0,8,0,8136,80.6,11,0
437,7000,36,8.9,222.28,0,46000,-2,-7,7.9,0,1,7,0,8717,76.5,18,0
438,21000,36,12.69,704.45,-3,135000,-2,0,8.52,0,1,11,0,30361,63,24,0
439,8250,36,7.51,256.67,-3,31500,-2,0,17.87,0,4,17,0,7521,10.4,37,0
440,13000,36,9.91,418.93,0,65000,-2,-7,8.82,0,0,10,0,22554,75.9,18,0
441,18000,36,6.62,552.67,-3,78000,0,0,6.35,0,0,8,0,16136,25,13,0
442,7200,36,6.03,219.14,-3,60000,0,-8,2.54,0,0,6,0,3859,6,20,0
443,16500,36,8.9,523.93,0,48000,0,-7,13.1,0,0,7,0,21329,87.1,25,0
444,8125,36,7.9,254.24,0,25000,0,0,24.34,0,1,13,0,19296,63.6,21,0
445,18800,36,7.51,584.89,-3,82000,-2,0,13.76,1,0,14,0,14477,17.3,24,0
446,26800,36,19.03,982.79,-3,82000,-1,-7,21.59,0,1,12,0,26919,98,31,0
447,19200,36,7.9,600.78,-3,42000,-2,0,19.66,0,0,13,0,28727,72.2,24,0
448,12875,60,17.58,213.28,0,27600,-2,0,18.7,0,1,4,0,5595,86.1,7,0
449,4000,36,12.42,133.67,-3,38000,0,-7,19.64,0,1,11,0,11130,52.7,16,0
450,4000,36,16.29,141.21,0,35000,0,0,9.22,0,0,7,0,8247,83.5,13,0
451,12000,36,9.91,386.7,-2,33000,0,-7,18.8,0,0,5,0,17229,74.9,10,0
452,2625,36,11.71,86.83,-3,52800,0,-1,14.52,0,2,8,0,8343,65.2,21,0
453,18000,60,13.49,414.09,-3,40900,-2,0,13.7,0,1,10,0,11963,62.6,19,0
454,7000,36,9.91,225.58,0,73882,0,0,11.45,0,0,10,0,16783,38.1,10,0
455,11300,36,12.69,379.06,-3,36000,0,-7,16.33,0,1,9,0,18905,74.7,22,0
456,4000,36,9.91,128.9,-3,130000,-1,0,10.05,0,3,12,0,13212,85,22,0
457,8000,36,6.03,243.49,-3,57200,0,0,4.72,0,0,18,0,7764,6.8,47,0
458,14400,36,18.25,522.41,0,51871,-2,0,7.82,0,0,5,0,8092,79.3,9,1
459,4375,36,12.42,146.2,-2,15000,-2,0,13.92,0,0,3,0,2847,74.9,5,0
460,4100,36,7.51,127.56,-3,70197,0,-7,6.58,0,1,7,0,24138,72.1,12,0
461,6000,36,8.9,190.52,0,47000,-2,-8,14.43,0,3,8,0,3917,31.4,14,0
462,4200,60,17.27,105,0,43000,-1,0,10.13,0,1,9,0,8843,77,19,1
463,4000,36,6.62,122.82,-3,120000,-1,-6,3.89,0,1,13,0,11947,24.4,31,0
464,3000,36,10.65,97.72,-3,86004,0,-8,13.37,0,2,8,0,23964,64.6,35,1
465,5400,36,12.69,181.15,-3,75000,0,-3,8.8,0,0,6,0,10376,68.7,33,0
466,15000,36,16.29,529.51,0,110000,-2,-5,21.99,2,0,12,0,40370,84.1,24,1
467,20000,60,18.64,514.86,-3,80000,-1,0,23.47,0,0,8,0,11952,88.5,13,0
468,10400,36,12.69,348.87,0,44000,-1,-7,19.91,0,2,6,0,13695,90.1,21,0
469,4500,60,17.58,113.25,-3,51600,-1,0,22.63,0,1,8,0,13739,67.7,13,0
470,11500,36,12.42,384.28,0,38500,-1,-7,13.06,0,0,8,0,10838,89.6,15,0
471,10000,36,6.62,307.04,0,75000,-2,-6,24.85,0,2,19,0,3548,5.9,40,0
472,18225,60,13.49,309.42,-3,37320,-2,0,20.8,0,0,8,0,17404,74.4,12,0
473,3600,36,8.9,114.32,0,55000,0,0,5.48,0,0,8,0,9550,65.9,18,0
474,18500,60,11.71,292.81,0,100000,-2,-4,0.72,0,0,7,0,6149,10.4,10,0
475,16800,60,18.25,428.9,-3,70000,-2,-7,21.5,0,2,10,0,10296,38.4,18,0
476,10000,36,17.27,357.88,0,68000,0,0,17.15,0,1,7,0,6754,92.5,16,1
477,15000,36,18.25,544.17,-3,66000,0,0,8.49,2,2,10,0,17258,89.1,28,0
478,8000,36,11.71,264.61,0,85000,-1,-4,10.22,0,1,12,0,15938,35.7,29,0
479,25000,60,16.77,443.89,0,83004,-2,0,13.66,0,0,10,0,22388,82.9,19,0
480,16000,36,7.9,500.65,0,51000,-1,0,24.66,0,0,8,0,29485,81,28,1
481,8000,36,10.65,260.59,0,55000,-1,0,11.56,0,0,9,0,9004,15.7,10,0
482,7200,36,7.51,224,-3,47000,-1,0,19.74,0,0,12,0,16106,83.5,32,0
483,12000,36,7.51,373.33,0,86000,-1,0,13.3,0,1,16,0,13715,51.8,25,0
484,2200,36,15.27,76.56,-2,48000,0,0,5.47,0,3,3,0,10130,83.7,7,1
485,20000,60,12.69,451.9,0,49000,-2,-8,17.78,0,0,10,0,12064,66.9,26,0
486,28000,60,12.42,628.81,-3,85000,-1,0,15.87,0,1,10,0,23199,58.7,31,0
487,6000,36,7.51,186.67,-3,50000,-2,0,23.86,0,1,8,0,22282,62.4,23,0
488,25000,60,19.42,654.31,0,105000,-2,-7,21.13,0,0,16,0,28380,85.3,42,1
489,8000,60,8.9,165.68,0,51204,0,0,25.12,0,0,16,0,20888,37.6,40,1
490,14400,36,15.27,501.09,0,42996,0,0,0.98,0,1,3,0,62,7.7,3,0
491,20000,60,19.03,355.62,0,60000,-2,-7,18.06,0,0,11,0,29665,97.4,28,0
492,25000,60,14.27,467,-3,85000,-2,0,13.41,0,0,11,0,25856,91.7,31,0
493,14050,36,8.9,446.14,-3,120000,-2,-4,2.21,0,2,9,0,2217,18.8,13,0
494,6000,36,13.49,203.59,-2,62691,0,-4,3.16,0,0,5,0,6704,94.4,19,0
495,16100,60,11.71,355.79,-3,36000,-2,0,27.8,0,0,10,0,13481,46,33,0
496,35000,60,20.3,619.88,-2,85000,-2,0,16.39,0,2,10,0,18515,76.5,40,1
497,10525,36,7.9,329.33,0,49668,-1,0,7.27,0,0,4,0,10881,68.9,9,0
498,7200,36,15.96,252.99,0,30000,-1,0,5.2,0,1,2,0,1884,94.2,7,0
499,18500,60,10.65,340.24,-2,40000,-2,0,26.34,0,0,8,0,8,0.1,27,0
500,12000,36,13.49,407.17,-3,40000,-2,0,16.2,0,2,15,0,14582,74.4,27,0
501,12000,36,11.71,396.92,-3,100000,0,-7,6.58,0,0,10,0,17590,79.6,11,0
502,3000,36,11.71,99.23,0,56312,0,-8,16.03,0,2,6,0,10014,83.4,13,0
503,9500,36,16.29,335.36,0,54011,-1,0,18.51,0,1,9,0,18757,79.5,40,0
504,19775,36,12.42,660.79,0,49110.32,-2,0,17.57,0,2,10,0,19672,61.1,15,0
505,12000,60,14.65,283.28,0,75000,-2,-7,16.13,0,3,14,0,16664,89.4,28,1
506,28000,60,14.27,655.44,-3,95000,-2,0,9.46,0,1,9,0,17936,68.1,29,0
507,30000,36,12.42,1002.46,0,80000,-2,0,22.23,0,0,8,0,22177,94,33,0
508,16000,36,10.65,521.18,-3,55000,-2,0,13.33,0,2,8,0,8705,89.7,19,0
509,14500,36,14.65,500.17,0,90000,-2,-7,5.24,0,1,17,0,15077,46.7,28,0
510,11700,60,14.65,276.2,0,68500,-2,-7,18.17,0,1,12,0,7203,39.8,21,0
511,4150,36,10.65,135.18,0,100000,0,0,1.99,0,0,7,0,4255,25,8,0
512,15000,60,11.71,331.48,-3,72000,-2,0,26.48,0,0,8,0,10982,67.8,15,0
513,24000,36,16.77,852.93,0,70000,-2,-7,12.57,0,0,10,0,9043,91.2,13,0
514,21250,36,12.42,710.08,0,37000,-2,-8,14.27,0,1,8,0,14899,69.3,21,1
515,10000,36,14.27,343.09,-2,75000,-1,0,13.46,0,1,9,0,19535,71.3,18,0
516,25000,60,18.25,638.25,-3,75000,-2,0,10.58,0,0,13,0,14608,72,29,0
517,4000,36,15.96,140.55,0,39000,-1,0,21.91,0,2,6,0,8038,93.5,15,0
518,15000,36,11.71,496.14,0,60000,0,0,8.86,0,0,11,0,14615,70.8,15,0
519,20000,60,13.49,460.1,0,68000,-2,-7,9.09,0,0,7,0,19736,79.3,19,0
520,15000,60,17.58,377.49,-3,110000,-2,-6,12.36,0,1,5,0,7717,81.2,10,0
521,3600,36,15.96,126.5,0,40000,-1,-12,12.78,0,1,5,0,3447,52.2,6,0
522,6000,60,19.03,155.75,-2,31000,-2,0,20.13,0,1,5,0,7996,93,14,0
523,15000,36,15.27,521.97,0,60000,-2,0,10.72,0,2,7,0,12333,75.2,18,1
524,12000,60,18.25,306.36,0,43000,-2,-7,15.24,0,1,14,0,7949,45.4,14,0
525,12375,36,7.51,385,0,42000,0,0,28.06,0,2,13,0,13538,52.1,34,0
526,4000,36,12.69,134.18,0,30000,0,-6,17.6,0,1,8,0,1296,5.5,20,1
527,13000,36,10.65,423.46,-3,50000,0,0,20.11,0,0,13,0,13810,40.6,15,0
528,5000,36,6.62,153.52,-3,39396,-1,-6,8.16,0,1,6,0,3305,18.5,30,0
529,5000,36,15.96,175.69,-2,98000,-1,-7,19.63,0,1,11,0,32705,53.3,14,0
530,26000,36,11.71,859.98,0,62500,-2,-7,16.55,0,3,4,0,25215,94.8,16,0
531,15000,60,18.64,386.15,-3,95000,-2,-7,17.97,0,2,15,0,30810,85.5,24,0
532,4000,60,19.91,105.78,0,45000,-1,-10,15.2,0,3,5,1,3722,22.4,11,1
533,8000,36,7.9,250.33,0,32400,0,0,7.56,0,2,9,0,6290,34.1,15,0
534,1700,36,7.9,53.2,-3,37800,0,-6,27,0,0,9,0,16333,91.2,27,1
535,16000,36,9.91,515.6,0,50000,0,0,15.1,0,1,9,0,13577,66.2,26,0
536,20000,60,9.91,424.06,-3,114996,-2,0,11.19,0,0,14,0,7747,15.4,20,0
537,12000,36,14.65,413.94,0,54400,-2,0,13.81,0,1,14,0,13239,60.2,33,1
538,7000,36,11.71,231.54,-3,72800,-2,-7,24.64,0,0,12,0,7299,84.1,33,0
539,8000,60,20.3,213.29,0,42500,-1,0,14.23,0,1,10,0,9870,95,24,1
540,13000,60,23.52,370.38,0,61000,-1,0,11.65,0,1,10,0,18427,92.1,14,0
541,13000,36,16.29,458.91,0,28000,-1,0,12.9,0,1,4,0,6901,93.3,8,1
542,20000,60,21.28,544.23,-2,120000,-2,0,16.72,0,2,12,0,23789,75.5,43,0
543,18000,36,13.49,610.75,-3,96000,-2,0,16.4,0,0,16,0,14828,46.6,37,0
544,10000,36,16.29,353.01,0,83200,-1,-7,17.03,0,1,8,0,12603,92,15,0
545,22250,60,15.27,532.49,0,45000,-2,0,23.07,0,1,9,0,15695,77.7,23,0
546,24000,60,17.58,603.98,0,68809,-2,0,21.29,0,1,10,0,3343,25.3,20,1
547,11200,36,12.42,374.26,0,75000,0,-3,22.88,0,0,8,0,25673,74.4,13,1
548,7000,36,10.65,228.02,0,52000,0,-8,18.16,0,0,11,0,4170,94.8,13,0
549,8000,36,6.03,243.49,0,57600,-1,-10,11.52,0,0,8,0,8311,12.4,12,0
550,22500,60,16.77,556.41,0,48500,-2,-7,10.91,0,0,7,0,23080,84.5,12,0
551,12000,36,17.27,429.45,0,95000,0,0,11.1,0,1,9,0,15037,88.5,19,0
552,22000,36,14.65,758.88,0,58000,-2,0,12.1,0,1,11,0,20666,92.3,28,0
553,6200,36,10.65,201.96,-3,24000,0,-7,19.95,0,1,10,0,18210,55.2,11,0
554,15900,36,9.91,512.38,-3,58000,0,0,21.72,0,1,7,0,20393,64.5,15,0
555,5000,36,8.9,158.77,-3,70000,-1,-8,16.17,1,0,9,0,8901,53,32,0
556,16000,36,6.62,491.26,-3,104000,0,-8,2.78,0,1,10,0,1935,3.2,24,0
557,5000,36,11.71,165.38,0,35000,0,-3,4.01,0,1,3,0,4263,61.8,3,0
558,3150,36,15.27,109.62,0,53000,-1,-11,4.37,0,3,6,0,2124,28.2,10,0
559,12000,36,14.27,411.71,0,28000,-1,-7,8.49,0,1,9,0,8738,68.5,10,1
560,28000,36,7.9,876.13,-3,118000,-2,-6,5.29,0,1,7,0,11849,24.8,23,1
561,5000,36,12.42,167.08,0,40000,0,-2,22.59,0,0,9,0,13091,82.3,26,0
562,3000,36,9.91,96.68,-3,42000,0,-9,4.29,0,0,3,0,5289,33.3,3,0
563,3000,36,7.9,93.88,-3,65000,0,-8,4.89,0,0,4,0,3413,85.3,18,1
564,8400,36,6.62,257.92,0,25000,-1,0,11.86,0,0,9,0,8993,36.1,19,0
565,7000,36,10.65,228.02,-3,36000,-2,0,24,0,0,14,0,6992,72.8,23,0
566,18550,60,19.42,303.6,0,45000,-2,0,21.68,0,2,9,1,18972,65.9,19,0
567,2000,36,9.91,64.45,-3,231252,-1,-8,11.43,0,0,19,0,46267,93.5,43,0
568,12000,60,14.65,226.63,0,65000,0,0,14.44,0,2,12,0,6506,47.8,21,0
569,8575,36,17.58,308.21,-3,32000,-2,0,22.54,0,1,4,0,20142,89.9,5,1
570,28000,60,12.42,418.27,-3,84996,-2,0,23.41,0,0,13,0,47111,44.2,40,1
571,10000,36,7.9,312.91,0,66000,0,0,12.42,0,1,8,0,18244,89.4,24,0
572,25000,36,19.42,921.72,-3,92000,-2,-7,21.68,0,0,9,0,24430,84.5,38,0
573,8000,36,11.71,264.61,0,70000,0,-7,20.21,0,0,9,0,19607,92.1,22,0
